mean_fit_time;param_max_depth;param_min_samples_split;param_min_samples_leaf;param_criterion;mean_test_score
0.0281314373016;1;10;8;entropy;0.169956140351
0.0244924068451;1;11;8;entropy;0.169956140351
0.0299159526825;1;12;8;entropy;0.169956140351
0.0234004020691;1;13;8;entropy;0.169956140351
0.030375623703;1;14;8;entropy;0.169956140351
0.0274411201477;1;15;8;entropy;0.169956140351
0.0278678417206;1;16;8;entropy;0.169956140351
0.0291500091553;1;2;9;entropy;0.169956140351
0.0289743423462;1;3;9;entropy;0.169956140351
0.0296650409698;1;4;9;entropy;0.169956140351
0.0261692523956;1;5;9;entropy;0.169956140351
0.0287746429443;1;6;9;entropy;0.169956140351
0.0296876430511;1;7;9;entropy;0.169956140351
0.0281205654144;1;8;9;entropy;0.169956140351
0.0259526252747;1;9;9;entropy;0.169956140351
0.0275036811829;1;10;9;entropy;0.169956140351
0.0243292808533;1;11;9;entropy;0.169956140351
0.0250555992126;1;12;9;entropy;0.169956140351
0.024686384201;1;13;9;entropy;0.169956140351
0.0235226154327;1;14;9;entropy;0.169956140351
0.0248439311981;1;15;9;entropy;0.169956140351
0.02371134758;1;16;9;entropy;0.169956140351
0.0253730773926;1;2;10;entropy;0.169956140351
0.0236114025116;1;3;10;entropy;0.169956140351
0.0252925872803;1;4;10;entropy;0.169956140351
0.0244229793549;1;5;10;entropy;0.169956140351
0.0257187366486;1;6;10;entropy;0.169956140351
0.0233473300934;1;7;10;entropy;0.169956140351
0.0237109184265;1;8;10;entropy;0.169956140351
0.0238352775574;1;9;10;entropy;0.169956140351
0.0263177871704;1;10;10;entropy;0.169956140351
0.0244775295258;1;11;10;entropy;0.169956140351
0.0242102146149;1;12;10;entropy;0.169956140351
0.0261292457581;1;13;10;entropy;0.169956140351
0.0302196502686;1;14;10;entropy;0.169956140351
0.0364528179169;1;15;10;entropy;0.169956140351
0.0538774490356;1;16;10;entropy;0.169956140351
0.0878312110901;2;2;1;entropy;0.191885964912
0.0775297641754;2;3;1;entropy;0.191885964912
0.090965795517;2;4;1;entropy;0.191885964912
0.104456758499;2;5;1;entropy;0.191885964912
0.0868639469147;2;6;1;entropy;0.191885964912
0.0794026374817;2;7;1;entropy;0.191885964912
0.0667793750763;2;8;1;entropy;0.191885964912
0.0594272613525;2;9;1;entropy;0.191885964912
0.0621699810028;2;10;1;entropy;0.191885964912
0.0738347053528;2;11;1;entropy;0.191885964912
0.0595416545868;2;12;1;entropy;0.191885964912
0.0778014183044;2;13;1;entropy;0.191885964912
0.0757713317871;2;14;1;entropy;0.191885964912
0.0593807697296;2;15;1;entropy;0.191885964912
0.0742136001587;2;16;1;entropy;0.191885964912
0.0814298629761;2;2;2;entropy;0.191885964912
0.0789703845978;2;3;2;entropy;0.191885964912
0.0584665298462;2;4;2;entropy;0.191885964912
0.0799967765808;2;5;2;entropy;0.191885964912
0.0708742141724;2;6;2;entropy;0.191885964912
0.0760325908661;2;7;2;entropy;0.191885964912
0.075058221817;2;8;2;entropy;0.191885964912
0.0658805370331;2;9;2;entropy;0.191885964912
0.0625882148743;2;10;2;entropy;0.191885964912
0.0854421615601;2;11;2;entropy;0.191885964912
0.0696791172028;2;12;2;entropy;0.191885964912
0.0803640365601;2;13;2;entropy;0.191885964912
0.0879438877106;2;14;2;entropy;0.191885964912
0.075120306015;2;15;2;entropy;0.191885964912
0.0767404556274;2;16;2;entropy;0.191885964912
0.0665909290314;2;2;3;entropy;0.191885964912
0.0514847755432;2;3;3;entropy;0.191885964912
0.0519472122192;2;4;3;entropy;0.191885964912
0.0456186294556;2;5;3;entropy;0.191885964912
0.0511500358582;2;6;3;entropy;0.191885964912
0.0482675075531;2;7;3;entropy;0.191885964912
0.0548539638519;2;8;3;entropy;0.191885964912
0.0486420631409;2;9;3;entropy;0.191885964912
0.0586213588715;2;10;3;entropy;0.191885964912
0.0505463123322;2;11;3;entropy;0.191885964912
0.0504559516907;2;12;3;entropy;0.191885964912
0.048483133316;2;13;3;entropy;0.191885964912
0.0507323741913;2;14;3;entropy;0.191885964912
0.050279045105;2;15;3;entropy;0.191885964912
0.0543044090271;2;16;3;entropy;0.191885964912
0.0464317798615;2;2;4;entropy;0.191885964912
0.0543163299561;2;3;4;entropy;0.191885964912
0.0468933582306;2;4;4;entropy;0.191885964912
0.0457292079926;2;5;4;entropy;0.191885964912
0.0456505775452;2;6;4;entropy;0.191885964912
0.0468391418457;2;7;4;entropy;0.191885964912
0.0457616329193;2;8;4;entropy;0.191885964912
0.0486598014832;2;9;4;entropy;0.191885964912
0.0469063282013;2;10;4;entropy;0.191885964912
0.0473923683167;2;11;4;entropy;0.191885964912
0.0472391605377;2;12;4;entropy;0.191885964912
0.0489640712738;2;13;4;entropy;0.191885964912
0.0514633178711;2;14;4;entropy;0.191885964912
0.0448398113251;2;15;4;entropy;0.191885964912
0.0530591011047;2;16;4;entropy;0.191885964912
0.0560505867004;2;2;5;entropy;0.191885964912
0.0458670139313;2;3;5;entropy;0.191885964912
0.0547975540161;2;4;5;entropy;0.191885964912
0.0494928359985;2;5;5;entropy;0.191885964912
0.0500052928925;2;6;5;entropy;0.191885964912
0.0507168292999;2;7;5;entropy;0.191885964912
0.049232006073;2;8;5;entropy;0.191885964912
0.0573812961578;2;9;5;entropy;0.191885964912
0.0504005432129;2;10;5;entropy;0.191885964912
0.0525113105774;2;11;5;entropy;0.191885964912
0.0482059955597;2;12;5;entropy;0.191885964912
0.0463810443878;2;13;5;entropy;0.191885964912
0.0449166297913;2;14;5;entropy;0.191885964912
0.0463379859924;2;15;5;entropy;0.191885964912
0.0455266952515;2;16;5;entropy;0.191885964912
0.047749376297;2;2;6;entropy;0.191885964912
0.0498129367828;2;3;6;entropy;0.191885964912
0.0498643398285;2;4;6;entropy;0.191885964912
0.0531649589539;2;5;6;entropy;0.191885964912
0.0522765636444;2;6;6;entropy;0.191885964912
0.0472062110901;2;7;6;entropy;0.191885964912
0.0497301101685;2;8;6;entropy;0.191885964912
0.0574902534485;2;9;6;entropy;0.191885964912
0.0506672382355;2;10;6;entropy;0.191885964912
0.0559555053711;2;11;6;entropy;0.191885964912
0.0462402820587;2;12;6;entropy;0.191885964912
0.0539150714874;2;13;6;entropy;0.191885964912
0.0581656455994;2;14;6;entropy;0.191885964912
0.0461603164673;2;15;6;entropy;0.191885964912
0.0524884223938;2;16;6;entropy;0.191885964912
0.0456758975983;2;2;7;entropy;0.191885964912
0.0480751514435;2;3;7;entropy;0.191885964912
0.0476319789886;2;4;7;entropy;0.191885964912
0.047537612915;2;5;7;entropy;0.191885964912
0.047541809082;2;6;7;entropy;0.191885964912
0.0516449928284;2;7;7;entropy;0.191885964912
0.0501708030701;2;8;7;entropy;0.191885964912
0.0494709968567;2;9;7;entropy;0.191885964912
0.0515071868896;2;10;7;entropy;0.191885964912
0.0512096405029;2;11;7;entropy;0.191885964912
0.0463572025299;2;12;7;entropy;0.191885964912
0.044858455658;2;13;7;entropy;0.191885964912
0.0449139595032;2;14;7;entropy;0.191885964912
0.0453057289124;2;15;7;entropy;0.191885964912
0.0439708709717;2;16;7;entropy;0.191885964912
0.04504570961;2;2;8;entropy;0.191885964912
0.0442933559418;2;3;8;entropy;0.191885964912
0.0472153663635;2;4;8;entropy;0.191885964912
0.0456556797028;2;5;8;entropy;0.191885964912
0.0448023796082;2;6;8;entropy;0.191885964912
0.0452000617981;2;7;8;entropy;0.191885964912
0.0458674430847;2;8;8;entropy;0.191885964912
0.0452007770538;2;9;8;entropy;0.191885964912
0.0461379528046;2;10;8;entropy;0.191885964912
0.044749546051;2;11;8;entropy;0.191885964912
0.0462215900421;2;12;8;entropy;0.191885964912
0.0477401733398;2;13;8;entropy;0.191885964912
0.0476112365723;2;14;8;entropy;0.191885964912
0.0541125297546;2;15;8;entropy;0.191885964912
0.0541587352753;2;16;8;entropy;0.191885964912
0.0490661621094;2;2;9;entropy;0.191885964912
0.0464008808136;2;3;9;entropy;0.191885964912
0.0472101211548;2;4;9;entropy;0.191885964912
0.0460149765015;2;5;9;entropy;0.191885964912
0.049133014679;2;6;9;entropy;0.191885964912
0.0525248527527;2;7;9;entropy;0.191885964912
0.0491341114044;2;8;9;entropy;0.191885964912
0.0469109535217;2;9;9;entropy;0.191885964912
0.0470895767212;2;10;9;entropy;0.191885964912
0.0488071918488;2;11;9;entropy;0.191885964912
0.0487746715546;2;12;9;entropy;0.191885964912
0.0489035129547;2;13;9;entropy;0.191885964912
0.0484918117523;2;14;9;entropy;0.191885964912
0.052432012558;2;15;9;entropy;0.191885964912
0.0472375869751;2;16;9;entropy;0.191885964912
0.0528444290161;2;2;10;entropy;0.191885964912
0.0456114768982;2;3;10;entropy;0.191885964912
0.0525315284729;2;4;10;entropy;0.191885964912
0.0484266281128;2;5;10;entropy;0.191885964912
0.0517651081085;2;6;10;entropy;0.191885964912
0.0495527744293;2;7;10;entropy;0.191885964912
0.0493472576141;2;8;10;entropy;0.191885964912
0.0501907348633;2;9;10;entropy;0.191885964912
0.0513499736786;2;10;10;entropy;0.191885964912
0.0507571697235;2;11;10;entropy;0.191885964912
0.0513360023499;2;12;10;entropy;0.191885964912
0.0553514480591;2;13;10;entropy;0.191885964912
0.0538786411285;2;14;10;entropy;0.191885964912
0.0560307025909;2;15;10;entropy;0.191885964912
0.048897600174;2;16;10;entropy;0.191885964912
0.0806783676147;3;2;1;entropy;0.198464912281
0.0755529403687;3;3;1;entropy;0.198464912281
0.0737646102905;3;4;1;entropy;0.198464912281
0.0722794055939;3;5;1;entropy;0.198464912281
0.0741044044495;3;6;1;entropy;0.198464912281
0.0696275234222;3;7;1;entropy;0.198464912281
0.0702407836914;3;8;1;entropy;0.198464912281
0.0664112567902;3;9;1;entropy;0.198464912281
0.0669298171997;3;10;1;entropy;0.198464912281
0.0682233333588;3;11;1;entropy;0.198464912281
0.0654489517212;3;12;1;entropy;0.198464912281
0.0677393436432;3;13;1;entropy;0.198464912281
0.0669072628021;3;14;1;entropy;0.198464912281
0.0709123134613;3;15;1;entropy;0.198464912281
0.0713883399963;3;16;1;entropy;0.198464912281
0.0779289722443;3;2;2;entropy;0.198464912281
0.0744202613831;3;3;2;entropy;0.198464912281
0.0724949359894;3;4;2;entropy;0.198464912281
0.0718050479889;3;5;2;entropy;0.198464912281
0.0707047462463;3;6;2;entropy;0.198464912281
0.0744671344757;3;7;2;entropy;0.198464912281
0.0711218833923;3;8;2;entropy;0.198464912281
0.07607421875;3;9;2;entropy;0.198464912281
0.0702661514282;3;10;2;entropy;0.198464912281
0.070592212677;3;11;2;entropy;0.198464912281
0.0699352264404;3;12;2;entropy;0.198464912281
0.0714955806732;3;13;2;entropy;0.198464912281
0.0738659381866;3;14;2;entropy;0.198464912281
0.0678741931915;3;15;2;entropy;0.198464912281
0.0693675994873;3;16;2;entropy;0.198464912281
0.0702295780182;3;2;3;entropy;0.198464912281
0.0717364788055;3;3;3;entropy;0.198464912281
0.0721043109894;3;4;3;entropy;0.198464912281
0.0687632083893;3;5;3;entropy;0.198464912281
0.0731440067291;3;6;3;entropy;0.198464912281
0.072701883316;3;7;3;entropy;0.198464912281
0.0733866691589;3;8;3;entropy;0.198464912281
0.0697839736938;3;9;3;entropy;0.198464912281
0.0718912124634;3;10;3;entropy;0.198464912281
0.0711317062378;3;11;3;entropy;0.198464912281
0.0707525253296;3;12;3;entropy;0.198464912281
0.0694826126099;3;13;3;entropy;0.198464912281
0.0680707454681;3;14;3;entropy;0.198464912281
0.0671300411224;3;15;3;entropy;0.198464912281
0.0689231395721;3;16;3;entropy;0.198464912281
0.0695654392242;3;2;4;entropy;0.198464912281
0.0745391368866;3;3;4;entropy;0.198464912281
0.0709940433502;3;4;4;entropy;0.198464912281
0.0723198890686;3;5;4;entropy;0.198464912281
0.064087677002;3;6;4;entropy;0.198464912281
0.0678056240082;3;7;4;entropy;0.198464912281
0.0707600593567;3;8;4;entropy;0.198464912281
0.0714609622955;3;9;4;entropy;0.198464912281
0.0700654506683;3;10;4;entropy;0.198464912281
0.0754516124725;3;11;4;entropy;0.198464912281
0.0699521064758;3;12;4;entropy;0.198464912281
0.0655310630798;3;13;4;entropy;0.198464912281
0.0692431926727;3;14;4;entropy;0.198464912281
0.0662433624268;3;15;4;entropy;0.198464912281
0.0756775856018;3;16;4;entropy;0.198464912281
0.0642014026642;3;2;5;entropy;0.198464912281
0.0729022026062;3;3;5;entropy;0.198464912281
0.0714580535889;3;4;5;entropy;0.198464912281
0.0770077705383;3;5;5;entropy;0.198464912281
0.0684983253479;3;6;5;entropy;0.198464912281
0.0740254402161;3;7;5;entropy;0.198464912281
0.0758627414703;3;8;5;entropy;0.198464912281
0.0681319713593;3;9;5;entropy;0.198464912281
0.0729064464569;3;10;5;entropy;0.198464912281
0.0735042095184;3;11;5;entropy;0.198464912281
0.0705536365509;3;12;5;entropy;0.198464912281
0.0761800765991;3;13;5;entropy;0.198464912281
0.0716238498688;3;14;5;entropy;0.198464912281
0.0772344589233;3;15;5;entropy;0.198464912281
0.0796983242035;3;16;5;entropy;0.198464912281
0.0791939735413;3;2;6;entropy;0.195175438596
0.0742719173431;3;3;6;entropy;0.195175438596
0.0813636302948;3;4;6;entropy;0.195175438596
0.072839307785;3;5;6;entropy;0.195175438596
0.0715643882751;3;6;6;entropy;0.195175438596
0.0657994270325;3;7;6;entropy;0.195175438596
0.0687323093414;3;8;6;entropy;0.195175438596
0.0678522586823;3;9;6;entropy;0.195175438596
0.0670117378235;3;10;6;entropy;0.195175438596
0.0679452419281;3;11;6;entropy;0.195175438596
0.0699927330017;3;12;6;entropy;0.195175438596
0.0674899578094;3;13;6;entropy;0.195175438596
0.0644207954407;3;14;6;entropy;0.195175438596
0.0668388366699;3;15;6;entropy;0.195175438596
0.066112613678;3;16;6;entropy;0.195175438596
0.0649452209473;3;2;7;entropy;0.195175438596
0.0679480075836;3;3;7;entropy;0.195175438596
0.0660646915436;3;4;7;entropy;0.195175438596
0.0682980537415;3;5;7;entropy;0.195175438596
0.067261505127;3;6;7;entropy;0.195175438596
0.0657109737396;3;7;7;entropy;0.195175438596
0.0664480686188;3;8;7;entropy;0.195175438596
0.0673624038696;3;9;7;entropy;0.195175438596
0.0681200027466;3;10;7;entropy;0.195175438596
0.069082069397;3;11;7;entropy;0.195175438596
0.0656942844391;3;12;7;entropy;0.195175438596
0.0755074501038;3;13;7;entropy;0.195175438596
0.0734215736389;3;14;7;entropy;0.195175438596
0.0732305049896;3;15;7;entropy;0.195175438596
0.0634741783142;3;16;7;entropy;0.195175438596
0.069873380661;3;2;8;entropy;0.195175438596
0.0643581390381;3;3;8;entropy;0.195175438596
0.0672540187836;3;4;8;entropy;0.195175438596
0.0657732963562;3;5;8;entropy;0.195175438596
0.0666303634644;3;6;8;entropy;0.195175438596
0.0652041435242;3;7;8;entropy;0.195175438596
0.063480758667;3;8;8;entropy;0.195175438596
0.0630344867706;3;9;8;entropy;0.195175438596
0.0692930221558;3;10;8;entropy;0.195175438596
0.0654408454895;3;11;8;entropy;0.195175438596
0.0660678386688;3;12;8;entropy;0.195175438596
0.0654109954834;3;13;8;entropy;0.195175438596
0.0701888084412;3;14;8;entropy;0.195175438596
0.0637823581696;3;15;8;entropy;0.195175438596
0.0654614925385;3;16;8;entropy;0.195175438596
0.0642471313477;3;2;9;entropy;0.195175438596
0.0785008430481;3;3;9;entropy;0.195175438596
0.0795440196991;3;4;9;entropy;0.195175438596
0.0756384372711;3;5;9;entropy;0.195175438596
0.0713483810425;3;6;9;entropy;0.195175438596
0.0827647686005;3;7;9;entropy;0.195175438596
0.0758737564087;3;8;9;entropy;0.195175438596
0.0735466003418;3;9;9;entropy;0.195175438596
0.0667752742767;3;10;9;entropy;0.195175438596
0.0682393074036;3;11;9;entropy;0.195175438596
0.0660435676575;3;12;9;entropy;0.195175438596
0.0665316581726;3;13;9;entropy;0.195175438596
0.0629071712494;3;14;9;entropy;0.195175438596
0.0658547878265;3;15;9;entropy;0.195175438596
0.0685248851776;3;16;9;entropy;0.195175438596
0.0674730300903;3;2;10;entropy;0.195175438596
0.0686091899872;3;3;10;entropy;0.195175438596
0.0701191902161;3;4;10;entropy;0.195175438596
0.0685506820679;3;5;10;entropy;0.195175438596
0.0666778564453;3;6;10;entropy;0.195175438596
0.0691272258759;3;7;10;entropy;0.195175438596
0.0645497322083;3;8;10;entropy;0.195175438596
0.0657569885254;3;9;10;entropy;0.195175438596
0.0684673786163;3;10;10;entropy;0.195175438596
0.0673183917999;3;11;10;entropy;0.195175438596
0.0696769714355;3;12;10;entropy;0.195175438596
0.0669978141785;3;13;10;entropy;0.195175438596
0.0651442050934;3;14;10;entropy;0.195175438596
0.0647231578827;3;15;10;entropy;0.195175438596
0.0710715770721;3;16;10;entropy;0.195175438596
0.0941657543182;4;2;1;entropy;0.190789473684
0.0949148654938;4;3;1;entropy;0.190789473684
0.0867082595825;4;4;1;entropy;0.190789473684
0.0968991756439;4;5;1;entropy;0.191885964912
0.0896496295929;4;6;1;entropy;0.191885964912
0.0958436012268;4;7;1;entropy;0.191885964912
0.0889430522919;4;8;1;entropy;0.191885964912
0.0915427207947;4;9;1;entropy;0.191885964912
0.092432975769;4;10;1;entropy;0.191885964912
0.0909217834473;4;11;1;entropy;0.191885964912
0.104596805573;4;12;1;entropy;0.191885964912
0.0917309761047;4;13;1;entropy;0.191885964912
0.0875660419464;4;14;1;entropy;0.191885964912
0.0869751930237;4;15;1;entropy;0.19298245614
0.0886736392975;4;16;1;entropy;0.19298245614
0.0886117458344;4;2;2;entropy;0.189692982456
0.0875170230865;4;3;2;entropy;0.189692982456
0.0888711452484;4;4;2;entropy;0.190789473684
0.0869258880615;4;5;2;entropy;0.191885964912
0.087141084671;4;6;2;entropy;0.191885964912
0.0834818840027;4;7;2;entropy;0.191885964912
0.085449886322;4;8;2;entropy;0.191885964912
0.0872371196747;4;9;2;entropy;0.191885964912
0.0854616165161;4;10;2;entropy;0.191885964912
0.0951113700867;4;11;2;entropy;0.191885964912
0.0892040729523;4;12;2;entropy;0.191885964912
0.100072050095;4;13;2;entropy;0.191885964912
0.0966959476471;4;14;2;entropy;0.191885964912
0.0964330196381;4;15;2;entropy;0.19298245614
0.098201751709;4;16;2;entropy;0.19298245614
0.102566623688;4;2;3;entropy;0.191885964912
0.0959171772003;4;3;3;entropy;0.191885964912
0.0896585941315;4;4;3;entropy;0.191885964912
0.0854976654053;4;5;3;entropy;0.191885964912
0.0885349273682;4;6;3;entropy;0.191885964912
0.0843362808228;4;7;3;entropy;0.191885964912
0.0890334129333;4;8;3;entropy;0.191885964912
0.0873826026917;4;9;3;entropy;0.191885964912
0.0880356788635;4;10;3;entropy;0.191885964912
0.0858932971954;4;11;3;entropy;0.191885964912
0.0874130249023;4;12;3;entropy;0.191885964912
0.0898351669312;4;13;3;entropy;0.191885964912
0.0877194404602;4;14;3;entropy;0.191885964912
0.0854075908661;4;15;3;entropy;0.19298245614
0.0840220451355;4;16;3;entropy;0.19298245614
0.0829890727997;4;2;4;entropy;0.191885964912
0.0847944259644;4;3;4;entropy;0.191885964912
0.0837186336517;4;4;4;entropy;0.191885964912
0.0839729785919;4;5;4;entropy;0.191885964912
0.0870823383331;4;6;4;entropy;0.191885964912
0.0871495723724;4;7;4;entropy;0.191885964912
0.0874345779419;4;8;4;entropy;0.191885964912
0.0879105567932;4;9;4;entropy;0.191885964912
0.0885821819305;4;10;4;entropy;0.191885964912
0.0858177661896;4;11;4;entropy;0.191885964912
0.0855382442474;4;12;4;entropy;0.191885964912
0.0886280059814;4;13;4;entropy;0.191885964912
0.0882472991943;4;14;4;entropy;0.191885964912
0.0904690265656;4;15;4;entropy;0.19298245614
0.0891088485718;4;16;4;entropy;0.19298245614
0.0915493965149;4;2;5;entropy;0.191885964912
0.0967614173889;4;3;5;entropy;0.191885964912
0.0900392055511;4;4;5;entropy;0.191885964912
0.0829698085785;4;5;5;entropy;0.191885964912
0.0853584289551;4;6;5;entropy;0.191885964912
0.0825304985046;4;7;5;entropy;0.191885964912
0.0836543083191;4;8;5;entropy;0.191885964912
0.0870233058929;4;9;5;entropy;0.191885964912
0.0846999168396;4;10;5;entropy;0.191885964912
0.0833491802216;4;11;5;entropy;0.191885964912
0.0886276245117;4;12;5;entropy;0.191885964912
0.0837859153748;4;13;5;entropy;0.191885964912
0.0816998004913;4;14;5;entropy;0.191885964912
0.0823020935059;4;15;5;entropy;0.19298245614
0.0816818714142;4;16;5;entropy;0.19298245614
0.083678150177;4;2;6;entropy;0.189692982456
0.0817459583282;4;3;6;entropy;0.189692982456
0.0835404872894;4;4;6;entropy;0.189692982456
0.0841472148895;4;5;6;entropy;0.189692982456
0.0853353023529;4;6;6;entropy;0.189692982456
0.0873539447784;4;7;6;entropy;0.189692982456
0.0878911495209;4;8;6;entropy;0.189692982456
0.0805087566376;4;9;6;entropy;0.189692982456
0.0852341651917;4;10;6;entropy;0.189692982456
0.0857850074768;4;11;6;entropy;0.189692982456
0.0835600376129;4;12;6;entropy;0.189692982456
0.0842164993286;4;13;6;entropy;0.189692982456
0.0830516338348;4;14;6;entropy;0.189692982456
0.0891402244568;4;15;6;entropy;0.190789473684
0.0836277008057;4;16;6;entropy;0.190789473684
0.0841090679169;4;2;7;entropy;0.188596491228
0.0806991100311;4;3;7;entropy;0.188596491228
0.0834002017975;4;4;7;entropy;0.188596491228
0.0820932388306;4;5;7;entropy;0.188596491228
0.0824844360352;4;6;7;entropy;0.188596491228
0.084130191803;4;7;7;entropy;0.188596491228
0.0855175971985;4;8;7;entropy;0.188596491228
0.0814412117004;4;9;7;entropy;0.188596491228
0.0837896347046;4;10;7;entropy;0.188596491228
0.0834611415863;4;11;7;entropy;0.188596491228
0.0853308677673;4;12;7;entropy;0.188596491228
0.0830843925476;4;13;7;entropy;0.188596491228
0.0847235679626;4;14;7;entropy;0.188596491228
0.0802802085876;4;15;7;entropy;0.189692982456
0.084628534317;4;16;7;entropy;0.189692982456
0.0890694141388;4;2;8;entropy;0.189692982456
